s.no,EQ,Social_Search_Impressions,Social_Search_Working_cost,Digital_Impressions,Digital_Working_cost,Print_Impressions.Ads40,Print_Working_Cost.Ads50,OOH_Impressions,OOH_Working_Cost,SOS_pct,Digital_Impressions_pct,CCFOT,Median_Temp,Median_Rainfall,Fuel_Price,Inflation,Trade_Invest,Brand_Equity,Avg_EQ_Price,Any_Promo_pct_ACV,Any_Feat_pct_ACV,Any_Disp_pct_ACV,EQ_Base_Price,Est_ACV_Selling,pct_ACV,Avg_no_of_Items,pct_PromoMarketDollars_Category,RPI_Category,Magazine_Impressions_pct,TV_GRP,Competitor1_RPI,Competitor2_RPI,Competitor3_RPI,Competitor4_RPI,EQ_Category,EQ_Subcategory,pct_PromoMarketDollars_Subcategory,RPI_Subcategory
11,948.722892,35568418,115363,9525587,153330,323874,83532,340267410,396677,30,35,46,35,0.53076,8.383,0.055503,7351,42.61,54.87,16.609,3.14,3.027,1.461,377720592,37.97,2.8754,0.31779,42.792,56.77,44.93,107.81,41.79,47.48,64.43,5797415,565218,0.1739,36.42
12,5071.807808,22007584,49056,9725803,343281,191588,128035,830487667,467036,16,15,86,78,0.92918,7.612,0.077849,1457,43.7,58.11,12.576,3.53,2.669,1.44,850863856,36.15,2.7218,0.22467,40.589,66.41,40.05,99.58,42.04,43.12,68.08,11303471,669082,0.375,38.44
13,1989.307549,34411614,83065,9016728,321839,303592,75808,329937130,288738,41,49,88,43,0.76289,9.664,0.060864,8811,42.74,49.29,11.24,3.98,4.225,1.55,369317527,16.45,2.5072,0.36758,36.813,66.24,29.66,115.41,42.15,42.9,68.78,5677980,618802,0.1928,37.62
14,165.600147,14734104,78590,9436482,414856,68867,87151,181000305,840225,35,7,46,43,0.15429,9.715,0.03216,10270,43.15,43,4.91,2.39,2.812,1.59,319470588,33.6,2.7931,0.23095,45.293,65.11,24.62,112.18,39.86,48.12,71.33,7993192,670859,0.3658,36.09
15,159.4746131,25938868,73929,4444939,131504,68899,178516,292610091,1131907,26,33,81,70,0.19368,7.359,0.010493,899,43.5,57.31,1.175,4.23,0.952,1.474,241036285,34.6,2.5434,0.29724,45.037,30.08,16.58,102.78,34.53,44.28,64.11,8044393,869546,0.291,34.86
16,1645.314275,24622449,99578,5858435,246858,253078,137150,409484646,1630369,25,2,14,37,0.81049,8.269,0.08661,5781,43.89,57.41,4.027,4.1,0.885,1.599,407576241,27.17,2.3841,0.42963,40.799,34.95,34.09,101.47,45.4,49.06,65.94,7968838,335801,0.1656,39
17,2.846391972,3503532,87367,8565115,147631,81591,184619,246979271,1859779,32,49,90,68,0.21659,9.556,0.049993,4004,43.17,43.82,6.003,1.99,2.47,1.628,808442100,17.92,2.8322,0.08117,36.399,37.44,34.44,92.7,39.49,47.84,69.03,2620595,210210,0.3356,42.68
18,318.2382061,7504831,95661,6930038,60839,311514,43350,760147474,2336194,14,13,47,46,0.82458,7.555,0.100327,5062,43.19,43.21,15.914,3.67,1.299,1.519,638437966,18.51,2.8668,0.2803,36.69,71.51,35.21,119.18,39.29,45.38,79.25,4460067,388821,0.2109,37.67
19,15.0423213,6453675,15042,8783884,378029,184116,178572,88816233,1852215,23,10,39,59,0.13447,9.106,0.054689,2607,42.48,51.66,1.569,5.7,3.685,1.578,776176193,43.8,2.7904,0.36959,39.43,69.53,31.76,92.34,38.51,43.11,69.16,5997687,249313,0.1147,37.05
20,796.0832572,34195402,79452,852142,279316,260547,76736,436044262,2185112,12,33,100,55,0.67693,9.23,0.033865,3456,42.6,55.8,5.86,3.24,1.422,1.557,717186954,28.48,2.4554,0.24248,41.152,27.4,26.36,113.85,38.8,45.77,76.36,5894395,793442,0.1791,47.5
21,2.696152069,15762903,82539,5096488,318830,119073,78290,364144821,1730100,18,45,71,67,0.14349,8.348,0.010004,1921,42.79,57.76,6.855,3.51,4.172,1.517,512581703,32.61,2.7001,0.14976,40.124,30.39,16.65,114.12,40.02,43.12,67.19,2955023,825921,0.0652,35.87
22,302.3596068,24306386,106662,4346725,14189,221099,107989,551446479,1808881,18,29,48,65,0.57341,8.15,0.022045,9952,43.87,52.2,0.907,4.73,2.669,1.614,475109542,29.74,2.2649,0.43082,36.747,36.78,41.94,107.4,34.81,46.46,73.67,5680829,360132,0.2233,33.88
23,11.04716289,2332495,105915,4454517,132842,224575,47571,154526419,3064538,6,31,52,38,0.56241,8.103,0.041785,1243,43.28,46.89,3.378,2.23,1.487,1.434,713445110,40.57,2.3054,0.14515,39.342,57.54,37.72,93.29,36.21,45.45,67.12,1682563,708645,0.2329,32.66
24,326.9790717,11136340,49119,10074996,157776,253635,172189,356303101,2829023,5,5,100,68,0.12887,7.376,0.121498,5907,43.54,45.91,1.011,1.97,3.566,1.456,847023129,20.93,2.7491,0.23192,38.887,25.38,29.55,104.67,38.74,45.1,62.73,7529449,772019,0.2782,46.78
25,113.6384647,20234754,28064,7416729,151001,339120,129258,538841144,2814867,45,24,27,77,0.09642,8.227,0.025764,9859,42.46,56.39,5.617,3.98,4.063,1.474,471533561,20.85,2.3446,0.26886,37.23,71.85,35.17,108.78,42.44,43.22,77.89,10754307,414459,0.3773,33.67
26,631.9834688,11281319,16916,2244885,54915,94786,161665,254775501,1325200,4,41,19,46,0.37237,9.367,0.107317,3868,43.33,57.76,8.513,3.62,3.864,1.448,362686387,33.04,2.4915,0.31515,36.666,66.47,37.31,106.97,39.88,45.01,75.71,3290100,862519,0.3135,31.51
27,271.241164,21581455,45870,6343973,223295,53961,140607,760278603,2568695,21,42,45,36,0.63592,8.228,0.05618,9748,43.88,58.61,9.882,3.88,0.885,1.531,427149453,43.94,2.5723,0.25828,43.866,22.62,33.49,115.62,32.08,49.42,78.05,5031784,359010,0.1508,45.37
28,39.31245524,972825,66137,2441845,212827,308311,158577,370102016,1612338,40,38,59,56,0.43263,9.028,0.094937,9294,42.64,57.36,14.413,5.31,3.973,1.574,713481857,29.75,2.3215,0.20478,35.825,59.59,19.63,100.61,34.85,45.87,79.13,12174813,349852,0.2256,47
29,13.88373998,6108449,40511,1707135,324069,106921,45490,101764091,434097,14,7,39,71,0.71493,7.485,0.015275,6921,43.05,52.42,12.061,2.06,2.878,1.662,715534417,31.41,2.5357,0.05218,43.682,75.8,32.73,112.67,45,43.24,71.9,10671339,281880,0.2652,35.04
30,21.58627294,12778288,96417,2401702,172110,315887,119144,64289784,1362761,50,1,97,54,0.09551,9.181,0.064948,6884,42.73,55.55,7.079,5.81,3.328,1.461,866205830,17.66,2.7946,0.29111,40.45,33.15,14.59,92.53,32.87,48.91,65.07,2867772,246750,0.2644,32.5
31,1120.941332,27342889,105518,4199176,85521,48360,4895,769174584,2766218,41,11,45,38,0.72608,8.6,0.126799,3138,43.95,50.18,6.099,2.87,3.923,1.414,467444925,39.88,2.6353,0.36158,41.498,66.01,26.58,99.47,33.66,47.56,76,7510895,209938,0.1562,36.45
32,24.48209273,31680946,48934,11499413,51664,299460,25541,91497669,581881,9,6,68,69,0.06233,8.401,0.04768,6013,42.94,57.23,7.16,4.09,2.298,1.637,548338894,44.39,2.6139,0.03521,38.611,70.13,19.48,92.97,36.32,47.86,62.94,10836155,471148,0.2893,32.81
33,393.0301659,9508053,85880,11627617,417027,176393,109521,139083998,1307735,15,44,17,69,0.73644,7.254,0.020561,9949,43.17,48.8,2.297,3.36,4.147,1.669,465671259,22.56,2.4236,0.27699,44.392,26.32,24.73,97.29,33.7,46.94,74.39,11976068,855904,0.1923,38.94
34,215.7618272,3706906,41196,525160,358081,330489,149375,102259488,2946604,21,12,78,73,0.54973,9.371,0.0506,7519,43.33,47.18,5.508,3.43,1.016,1.625,264471941,25.64,2.518,0.40368,42.902,64.55,16.12,103.48,36.5,45.41,63.68,9509575,391163,0.2787,43.72
35,1275.080201,22394352,114259,12083489,90167,309883,11417,843662958,517031,49,30,14,40,0.39275,9.816,0.109326,1635,43.55,58.51,7.436,4.38,1.724,1.522,719734668,20.77,2.5292,0.43824,36.111,32.34,38.93,93.83,41.95,46.94,65.95,9551174,400764,0.1581,37.08
36,322.2064431,34492078,25257,3033845,46789,341275,139351,634756549,3255267,23,20,32,61,0.82528,8.525,0.042741,2562,42.6,53.52,8.772,2.38,0.22,1.445,427858816,33.56,2.8423,0.38819,42.498,55.49,13.66,101.78,32.45,43.73,74.5,3304626,236612,0.1745,43.9
37,193.4644589,8377879,78776,9342167,133675,150752,12914,452040652,634344,9,1,96,57,0.89906,9.797,0.057432,3571,43.82,49.93,13.621,4.86,3.575,1.436,700444294,18.53,2.6299,0.22688,44.99,77.94,29.39,111.08,36.71,49.07,72.06,4095497,369667,0.2604,40.7
38,32.44398278,2752285,86830,6843210,149940,307157,76082,116401933,2300170,35,48,34,78,0.1632,9.346,0.060692,8151,43.76,52.44,4.337,2.93,1.433,1.429,267431664,15.26,2.7479,0.35657,38.651,40.21,38.53,115.4,32.4,44.44,71.87,4378769,762241,0.2,40.36
39,170.736239,34172095,75300,10122910,232672,58541,68834,599808569,1982142,36,24,88,42,0.40225,8.196,0.021608,6824,42.83,50.03,13.886,4.81,3.547,1.421,590118093,37.03,2.7773,0.10987,42.388,41.09,29.12,95.84,41.78,44.09,70.34,10058050,319715,0.3254,46.95
40,161.9544218,10566128,73339,8945452,157196,203635,58337,760985401,3299069,33,16,88,60,0.9175,7.748,0.103643,649,43.02,52,10.954,4.97,1.564,1.591,566872921,29.81,2.5276,0.19541,41.808,74.38,16.89,96.91,37.85,46.4,67.98,9491695,237119,0.0733,45.67
41,392.3639328,29489633,58091,12102195,12944,148361,141654,772334034,2095996,33,48,33,75,0.17401,9.438,0.031705,2762,42.91,56.76,16.178,5.58,1.926,1.561,341401524,41.63,2.6419,0.33473,38.582,41.12,16.13,109.57,44.55,47.36,72.53,11389144,817318,0.1548,41.34
42,29.57997292,1173076,18431,8227084,63697,276157,171718,834558742,1922416,44,5,52,74,0.8013,8.832,0.066106,8490,42.47,48.44,1.913,4.6,3.607,1.534,844481493,44.02,2.442,0.1225,41.317,60.73,43.78,107.6,34.89,45.23,66.75,7273815,313246,0.3411,41.34
43,167.0089645,9098010,48965,5053287,156327,166959,179575,820050503,1647299,34,22,25,72,0.89246,8.209,0.079252,888,42.61,55.29,1.578,4.29,1.758,1.612,264538600,17.94,2.3822,0.28573,37.203,72.74,35.96,102.21,32.48,43.81,74.78,5501082,222080,0.1487,46.67
44,72.33420005,19782801,73122,4069610,141709,121404,64499,441392172,2226528,8,8,87,39,0.39424,8.308,0.016236,3683,42.68,51.07,8.689,1.88,0.851,1.637,773611879,28.67,2.4238,0.24832,36.478,57.74,41.58,117.24,32.81,46.6,73.52,4527538,708636,0.1434,41.22
45,3.511599596,4219491,31130,3493501,107221,231228,96492,217000863,469457,29,21,37,54,0.3314,8.026,0.094044,4284,43.86,53.65,13.299,5.64,0.71,1.598,833850932,18.86,2.8896,0.15506,36.37,27.86,33.27,113.89,37.62,46.48,74.12,1236497,465020,0.0599,41.69
46,15.59958359,21020972,8363,1074539,235311,333235,120089,268870814,1029561,33,49,28,34,0.05603,8.288,0.05997,8115,43.81,57.24,0.516,2.2,4.172,1.47,880965857,37.49,2.326,0.02599,43.51,52.48,30.54,114.97,38.21,45.26,64.3,7685971,636870,0.3472,46.02
47,22.30730189,8062476,65281,11391249,304735,305038,169228,840377820,811359,1,25,31,74,0.44841,8.128,0.012851,4052,42.93,45.92,2.464,5.46,1.271,1.458,709218370,27.8,2.5121,0.03579,44.925,50.74,19.3,109.41,41.88,46.12,69.69,11190505,666939,0.3595,37.6
48,186.518163,16089363,110047,9775126,405193,176608,172109,479646324,1649527,46,13,39,63,0.97745,7.754,0.069308,2799,43.74,48.93,12.981,2.07,3.989,1.417,833499900,14.35,2.2338,0.05967,40.43,72.12,30.13,115.19,32.77,47.74,73.4,7226639,546231,0.1453,39.6
49,15.87416053,3477599,49512,4957441,188571,247547,127962,210474918,3661525,35,35,31,51,0.70385,8.823,0.060737,8222,43,58.36,0.544,1.88,2.225,1.51,829101379,45.52,2.3692,0.08572,43.633,60.39,36.19,92.67,40.52,43.77,69.19,6406103,537147,0.0724,48.11
50,28.38258585,14132265,13467,5028570,389875,185308,37032,627597656,778277,23,30,80,45,0.42728,8.633,0.109942,8345,43.5,49.56,12.757,2.47,2.956,1.55,844361566,15.55,2.3016,0.0494,38.31,34.38,38.11,107.91,43.48,47.6,63.46,1622011,782346,0.1364,37.65
51,225.3158164,2480997,43855,8189110,313558,147608,162450,358123578,3426360,18,11,16,62,0.59519,9.086,0.111773,8891,42.55,43.6,10.987,4.26,1.058,1.49,769664115,26.39,2.6335,0.10287,43.204,54.41,26.84,111.86,44.37,43.09,69.01,8326785,834180,0.3821,36.46
52,265.1322472,33075652,96974,13031254,175558,65610,109456,658117487,2686180,50,36,20,62,0.14985,8.356,0.04427,3075,43.71,44.83,12.78,3.85,1.635,1.436,699641341,15.68,2.8935,0.08538,36.685,43.83,20.68,108.87,35.43,46.96,72.44,11072126,819100,0.3121,40.34
53,514.3656389,27296800,6284,6276120,128140,72232,142726,219370321,1976430,13,26,24,72,0.27341,7.276,0.110339,9795,42.72,44.63,13.224,3.35,0.231,1.679,792081725,16.32,2.7095,0.42661,40.31,35.95,23.84,114.49,36.51,48.88,68.82,1370498,839226,0.2546,44.81
54,849.5949797,17131124,9751,5248213,400062,199102,14023,459356713,840953,41,12,63,42,0.96893,7.458,0.096356,2215,42.6,52.65,2.515,3.88,3.696,1.476,766777800,38.69,2.474,0.1859,36.187,50.91,41.68,106.86,38.28,44.93,64.17,4446706,855652,0.1502,38.64
55,9.577746274,5118445,82535,2049269,64558,216742,134856,325700014,2466936,14,42,94,70,0.62281,7.654,0.026775,9358,42.66,54.63,5.961,2.43,1.402,1.653,439785748,32.71,2.6218,0.05792,37.991,32.78,38.89,92.51,32.28,48.19,76.38,10829655,356009,0.1005,32.38
56,1033.049855,20486120,94183,3827692,325777,198521,65277,443251429,1124158,20,3,25,64,0.85416,7.554,0.054535,2127,43.48,58.91,11.359,2.35,2.278,1.48,816159404,14.58,2.6711,0.1705,44.95,44.08,29.15,98.39,40.81,46.58,66.68,5983777,556704,0.3812,38.06
57,1015.009846,31205981,73788,11258285,299647,71487,93334,787657994,1179130,45,32,36,48,0.56922,8.078,0.049816,1107,42.65,42.99,8.683,5.07,3.763,1.665,676864128,29.86,2.7564,0.37402,43.71,73.9,19.32,95.9,40.12,46.71,66.25,6245580,572640,0.1715,48.83
58,33.20944291,27393163,106916,2811158,404674,286704,93195,786076463,2139794,6,23,55,40,0.51341,9.807,0.10985,6522,43.35,52.64,12.206,2.55,4.248,1.429,398835131,35.57,2.6095,0.02537,45.447,34.1,27.69,114.69,38.71,45.59,67.92,1974424,235336,0.3647,44.56
59,87.96787428,8919205,91959,9075699,53321,325194,188018,588622324,3520348,7,10,73,35,0.68051,9.003,0.111253,7118,43.42,55.33,1.429,5.87,2.26,1.618,576717787,33.08,2.6322,0.20092,45.256,69.7,36.98,117.34,42.93,47.36,73.66,3461620,618168,0.0606,46.22
60,277.6969227,13975996,83961,11641479,336906,337474,78588,631007563,2143657,47,31,69,70,0.40535,7.55,0.058598,4779,43.16,55.5,4.475,5.8,2.267,1.445,448495999,36.23,2.4645,0.36282,38.849,62.49,42.8,92.6,40.74,45.25,67.58,4398850,381885,0.2745,40.9
61,145.9006989,26910229,60965,12201300,348843,297587,171057,688574676,3518130,25,10,59,62,0.81066,8.812,0.098939,5980,42.78,47.07,14.874,4.69,4.267,1.414,771543144,22.44,2.7198,0.04347,38.131,27.2,33.34,119.8,41.69,43.71,71.34,8952849,318411,0.1091,39.03
62,109.5030304,12097578,54629,5156285,191756,84612,105238,810821827,554575,37,13,59,78,0.80305,9.601,0.014807,6521,43.29,56.1,5.339,3.64,4.073,1.61,499472724,28.13,2.6824,0.34866,40.017,74.82,36.6,94.24,44.22,44.92,66.67,7808030,319753,0.1749,32.51
63,2699.367067,29540776,115544,2865393,70843,152009,107332,133946734,3633184,44,40,83,41,0.36403,9.298,0.116694,7817,42.53,55.91,11.934,4.46,2.137,1.559,556085690,41.04,2.503,0.36594,38.763,51.29,41.48,109.33,34.96,44.5,73.61,7480378,798188,0.1969,44.25
64,722.2850729,23812898,6804,12813232,211203,149289,189337,810731415,510612,37,14,67,76,0.19472,8.1,0.065662,5895,42.49,56.97,13.423,3.05,2.206,1.578,489783407,32.62,2.8373,0.29722,40.165,28.86,25.78,101.03,41.1,47.6,72.09,8788949,840878,0.216,44.62
65,11151.39402,31637411,9453,3086447,39460,313649,105362,288339221,3738737,19,28,91,66,0.89241,8.443,0.105069,1267,43.78,43.32,7.316,3.57,4.282,1.644,875122753,15.82,2.4888,0.41922,45.365,70.43,13.63,91.98,38.91,45.82,73.56,11582114,479091,0.3232,36.58
66,65.12915629,29253821,40446,7765616,121832,198193,176283,735278698,2973605,39,7,62,68,0.26427,9.491,0.022928,6185,43.88,56.45,4.09,4.69,2.622,1.473,664122038,28.91,2.5668,0.40804,38.06,55.66,29.34,113.4,39.01,47.88,73.47,3150489,326469,0.1751,36.09
67,123.9561671,20366767,112783,2690814,409282,233046,144790,848461864,654022,38,38,94,71,0.18389,8.067,0.018442,9761,43.06,59.25,10.239,5.02,2.756,1.577,597182886,17.43,2.6374,0.29352,43.463,70.87,39.86,107.69,43.6,45.23,76.47,10771014,463204,0.2451,37.21
68,207.8529792,31528802,26631,8567466,128731,258238,31016,779518036,2118194,16,45,27,50,0.88518,9.712,0.031512,8398,43.61,57.15,4.534,2.59,2.161,1.43,783475162,29.14,2.7225,0.13405,41.807,32.04,15.72,107.01,32.29,48.75,62.96,2559019,566821,0.2431,42.93
69,1575.695629,35682713,59756,172560,8247,211042,130251,416956607,884010,17,17,59,68,0.80132,7.575,0.099724,7280,43.56,57.63,4.823,4.17,3.664,1.669,375156848,25.56,2.4495,0.21973,38.411,74.43,43.21,107.91,42.94,48.51,69.99,8269027,247868,0.2454,44.82
70,441.6933806,17852460,100587,10233454,431700,307637,157805,438624088,1585196,24,25,67,65,0.44182,7.428,0.102597,2783,43.36,54,12.972,5.07,1.382,1.679,472761594,17.98,2.3012,0.2497,37.101,77.66,30.05,97.56,44.4,48.68,77.57,1999735,841154,0.2599,37.54
71,1228.587152,18022088,71332,8776746,113016,60901,68459,839811478,1250164,32,48,68,35,0.53763,8.316,0.122986,6658,42.89,55.39,14.981,5.87,4.145,1.66,694668122,22.45,2.4769,0.20034,39.939,70.88,17.11,107.42,33.19,48.98,77.42,12215531,449137,0.1876,41.47
72,1454.419693,20267825,76044,7523822,126093,210920,72259,273350957,767776,35,25,86,65,0.98492,9.138,0.019461,4759,43.24,57.63,5.831,2.82,3.602,1.573,733259582,44.23,2.6458,0.39973,38.755,77.31,28.32,100.28,38.86,46.04,71.52,11185107,498871,0.3357,38.88
73,152.9166499,20714313,65882,5874415,417817,267446,69268,252262650,3214863,6,3,20,33,0.58228,9.58,0.013398,3714,43.2,47.23,11.562,5.68,1.227,1.647,586448564,28.66,2.2777,0.4212,37.162,38.11,36.29,93.61,35.05,43.69,72.49,9257202,281538,0.1724,47.59
74,319.9058247,17585726,53522,3514068,409502,208921,174217,777709412,1578128,43,32,65,44,0.64608,7.701,0.121137,8164,43.85,45.33,4.513,4.53,2.896,1.47,782636613,38.11,2.6108,0.41875,43.922,64.59,30.37,104.24,32.03,43.44,76.61,1298168,451744,0.1893,44.41
75,1280.06353,33729726,63480,3297323,369989,270683,168792,604641401,3314506,10,49,76,77,0.2606,8.126,0.103788,1510,43.39,44.55,0.931,4.76,1.402,1.539,272243466,39.75,2.3822,0.37004,43.907,38.16,44.06,104.78,43.14,48.62,66.75,5801248,451241,0.2897,43.43
76,31.70273966,26879287,29877,1859870,367180,99442,188210,117825738,2130891,23,44,96,72,0.70271,9.462,0.049293,736,43.49,47.85,0.836,2.26,0.228,1.681,613167030,18.36,2.6546,0.03487,45.333,33.05,23,107.99,38.1,49.4,69.71,1707036,682620,0.1676,46.79
77,331.6567998,33950262,122412,7078002,247861,87054,2739,474509004,1665235,49,20,51,52,0.0562,8.131,0.037998,9189,43.69,56.14,14.861,4.4,2.263,1.502,821765985,29.39,2.6132,0.43337,36.851,24.63,36.75,115.38,42.74,43.98,65.88,6314464,879138,0.3803,45.37
78,82.72012357,15352907,119754,13085951,8999,231522,136222,298437908,2862997,28,3,93,49,0.49224,8.148,0.013191,7506,43.18,44,0.664,5.27,4.273,1.645,857587214,28.78,2.5603,0.33398,42.533,37.54,39.77,100.89,39.83,46.91,64.1,2703984,489919,0.3751,38.11
79,5921.782838,37732875,92163,525052,302564,307976,100720,674858155,2877041,18,15,67,43,0.86462,8.384,0.089673,5061,43.67,57.77,1.038,5.61,1.643,1.541,801235643,13.89,2.7162,0.37023,39.655,23.08,39.79,98.25,32.73,45.29,69.6,7354446,467843,0.3178,43.97
80,142.5846135,18535575,6283,10093189,101484,79175,133612,436452681,3151297,28,24,12,77,0.82316,7.603,0.058072,2773,43.98,59.43,3.318,5.34,1.402,1.558,732931311,16.98,2.4458,0.08025,40.515,69,42.77,119.49,39.93,43.82,73.4,8701136,518469,0.0889,46.84
81,39.66527716,23544683,102732,1278992,94338,84514,27714,581477872,1071926,2,2,61,37,0.15589,8.019,0.027041,10183,42.79,58.71,2.769,2.47,1.416,1.589,285260247,30.97,2.7732,0.40848,42.418,70.93,15.6,102.9,42.2,47.38,62.11,6633899,354949,0.0831,34
82,140.7033852,28000555,92962,166636,52242,103855,179299,738758400,1855181,1,18,62,69,0.31262,8.785,0.081654,532,43.15,51.33,5.955,3.93,3.777,1.629,259055750,27.38,2.5898,0.18732,44.657,64.67,21.96,119.07,40.03,42.91,64.39,2187722,292368,0.3286,40.15
83,565.628223,12734766,53282,1493856,44150,219406,133070,565869032,360051,11,40,94,35,0.59049,7.636,0.06831,7516,43.06,43.53,15.501,3.06,2.739,1.679,345363813,30.67,2.8383,0.20276,35.739,22.95,26.39,95.74,32.41,46.91,68.59,8483544,348193,0.3677,40.93
84,0.3382506399,1955066,75429,8810896,224977,247393,125480,795532545,547829,1,34,46,34,0.5221,8.911,0.014273,6923,43.1,43.3,8.547,2.42,0.212,1.462,619406239,39.68,2.8355,0.01286,45.189,41.66,44.55,95.2,42.61,48.22,70.99,2857705,650290,0.1943,40.2
85,300.7421558,27610848,119110,3150310,112544,334262,111025,151164263,1006920,10,49,35,58,0.30061,8.473,0.051678,7467,43.91,51.24,7.148,5.3,0.77,1.559,708373671,35.79,2.3385,0.44723,35.768,50.01,31.09,103.48,32.53,43.45,71.15,9636597,566851,0.0574,43
86,67.12414516,21149995,45381,8032659,211527,138301,189107,797726243,1002248,24,11,44,47,0.38193,8.502,0.089785,1592,42.79,55.14,1.977,3.43,2.853,1.573,794645967,18.44,2.8718,0.04788,42.792,38.24,36.45,109.5,33.68,48.8,68.28,10035358,737995,0.0522,38.02
87,834.4372381,14993721,110463,7998775,15695,215333,159240,689883887,450206,48,41,91,67,0.49575,8.669,0.053192,6256,42.92,52.08,8.752,2.55,1.161,1.628,647484946,41.47,2.4849,0.37655,42.925,64.7,13.95,114.71,42.58,44.84,66.41,12223438,665005,0.1379,47.75
88,165.8415887,37515750,97861,8241665,51404,303080,145361,201473765,747825,30,3,37,53,0.11332,9.216,0.051351,7492,43.49,55.64,2.989,5.06,0.281,1.564,442939893,28.23,2.3025,0.25812,40.368,66.38,16.99,119.62,32.14,43.69,69.39,1962156,869269,0.3451,39.81
89,523.0468956,19552066,45225,4267827,271708,329650,168078,74468484,1702911,15,41,93,47,0.71108,9.009,0.031234,4678,42.89,54.68,4.863,3.88,0.888,1.675,767532461,17.88,2.7405,0.2956,36.173,68.48,16.28,109.38,40.16,44.33,66.58,3838871,561458,0.3781,43.51
90,378.197091,11339868,8626,1239082,50305,277152,128878,704283189,1792901,18,2,24,39,0.08947,7.701,0.055773,865,43.3,50.13,8.932,4.25,0.46,1.58,731385206,28.49,2.4189,0.422,37.088,31.6,19.53,112.08,41.17,46.95,71.28,11467534,812175,0.3401,40.59
